2026-05-15 18:04:30 WAT LOG:  début du checkpoint : time
2026-05-16 00:05:27 WAT LOG:  checkpoint complete: wrote 18 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.967 s, sync=0.010 s, total=1.989 s; sync files=13, longest=0.002 s, average=0.001 s; distance=95 kB, estimate=347 kB; lsn=0/C9BEEF8, redo lsn=0/C9BEEA0
2026-05-16 00:10:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:10:27 WAT LOG:  checkpoint complete: wrote 17 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.878 s, sync=0.010 s, total=1.901 s; sync files=13, longest=0.003 s, average=0.001 s; distance=89 kB, estimate=322 kB; lsn=0/C9D5678, redo lsn=0/C9D55E8
2026-05-16 00:15:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:15:27 WAT LOG:  checkpoint complete: wrote 21 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.315 s, sync=0.012 s, total=2.336 s; sync files=13, longest=0.004 s, average=0.001 s; distance=112 kB, estimate=301 kB; lsn=0/C9F1A20, redo lsn=0/C9F19C8
2026-05-16 00:30:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:30:30 WAT LOG:  checkpoint complete: wrote 48 buffers (0.3%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=5.282 s, sync=0.017 s, total=5.330 s; sync files=33, longest=0.001 s, average=0.001 s; distance=254 kB, estimate=296 kB; lsn=0/CA31478, redo lsn=0/CA31420
2026-05-16 00:35:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:35:28 WAT LOG:  checkpoint complete: wrote 26 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.845 s, sync=0.011 s, total=2.868 s; sync files=13, longest=0.003 s, average=0.001 s; distance=133 kB, estimate=280 kB; lsn=0/CA52908, redo lsn=0/CA52878
2026-05-16 00:40:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:40:28 WAT LOG:  checkpoint complete: wrote 25 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.737 s, sync=0.012 s, total=2.760 s; sync files=13, longest=0.003 s, average=0.001 s; distance=129 kB, estimate=265 kB; lsn=0/CA72E08, redo lsn=0/CA72DB0
2026-05-16 00:45:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:45:29 WAT LOG:  checkpoint complete: wrote 40 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=4.403 s, sync=0.011 s, total=4.428 s; sync files=18, longest=0.002 s, average=0.001 s; distance=232 kB, estimate=261 kB; lsn=0/CAAD020, redo lsn=0/CAACFC8
2026-05-16 00:50:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:50:27 WAT LOG:  checkpoint complete: wrote 16 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.753 s, sync=0.011 s, total=1.771 s; sync files=13, longest=0.002 s, average=0.001 s; distance=86 kB, estimate=244 kB; lsn=0/CAC2988, redo lsn=0/CAC28F8
2026-05-16 00:55:25 WAT LOG:  début du checkpoint : time
2026-05-16 00:55:28 WAT LOG:  checkpoint complete: wrote 22 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.414 s, sync=0.013 s, total=2.436 s; sync files=13, longest=0.003 s, average=0.001 s; distance=114 kB, estimate=231 kB; lsn=0/CADF158, redo lsn=0/CADF100
2026-05-16 01:00:25 WAT LOG:  début du checkpoint : time
2026-05-16 01:00:26 WAT LOG:  checkpoint complete: wrote 17 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.868 s, sync=0.011 s, total=1.896 s; sync files=13, longest=0.002 s, average=0.001 s; distance=95 kB, estimate=217 kB; lsn=0/CAF6D88, redo lsn=0/CAF6D30
