2026-05-13 00:23:42 WAT LOG:  début du checkpoint : time
2026-05-13 15:34:33 WAT LOG:  début du checkpoint : time
2026-05-13 15:34:34 WAT LOG:  checkpoint complete: wrote 11 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.203 s, sync=0.012 s, total=1.225 s; sync files=11, longest=0.004 s, average=0.002 s; distance=30 kB, estimate=217 kB; lsn=0/B523500, redo lsn=0/B5234A8
2026-05-13 15:47:23 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-13 15:49:33 WAT LOG:  début du checkpoint : time
2026-05-13 15:49:35 WAT LOG:  checkpoint complete: wrote 11 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.206 s, sync=0.009 s, total=1.228 s; sync files=11, longest=0.002 s, average=0.001 s; distance=29 kB, estimate=198 kB; lsn=0/B52AA08, redo lsn=0/B52A978
2026-05-13 16:08:53 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-13 16:09:33 WAT LOG:  début du checkpoint : time
2026-05-13 16:09:34 WAT LOG:  checkpoint complete: wrote 11 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.203 s, sync=0.007 s, total=1.219 s; sync files=11, longest=0.002 s, average=0.001 s; distance=34 kB, estimate=181 kB; lsn=0/B5334D0, redo lsn=0/B533478
2026-05-13 17:09:33 WAT LOG:  début du checkpoint : time
2026-05-13 17:09:34 WAT LOG:  checkpoint complete: wrote 11 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.203 s, sync=0.010 s, total=1.229 s; sync files=11, longest=0.002 s, average=0.001 s; distance=33 kB, estimate=167 kB; lsn=0/B53BA80, redo lsn=0/B53BA28
2026-05-13 17:26:59 WAT LOG:  début du checkpoint : time
2026-05-13 17:26:59 WAT LOG:  checkpoint complete: wrote 1 buffers (0.0%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.118 s, sync=0.004 s, total=0.131 s; sync files=2, longest=0.003 s, average=0.002 s; distance=5 kB, estimate=150 kB; lsn=0/B53CF38, redo lsn=0/B53CEE0
2026-05-13 18:01:05 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-13 18:01:28 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-13 18:01:59 WAT LOG:  début du checkpoint : time
2026-05-13 18:01:59 WAT LOG:  checkpoint complete: wrote 2 buffers (0.0%), wrote 0 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.226 s, sync=0.003 s, total=0.237 s; sync files=2, longest=0.002 s, average=0.002 s; distance=9 kB, estimate=136 kB; lsn=0/B53F6D0, redo lsn=0/B53F678
2026-05-13 20:34:02 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-13 20:36:59 WAT LOG:  début du checkpoint : time
2026-05-13 20:36:59 WAT LOG:  checkpoint complete: wrote 1 buffers (0.0%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.121 s, sync=0.004 s, total=0.147 s; sync files=2, longest=0.003 s, average=0.002 s; distance=5 kB, estimate=123 kB; lsn=0/B540C98, redo lsn=0/B540C40
2026-05-14 07:56:38 WAT LOG:  n'a pas pu recevoir les donnÃ©es du client : An existing connection was forcibly closed by the remote host.
	
2026-05-14 07:56:42 WAT LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
